team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
Australia,PJ Cummins (Australia),bat,8,6,,0,0.75,Pakistan,Bengaluru,20-Oct-23,,,,1,0,0,75,1,17
Bangladesh,Shoriful Islam (Bangladesh),bat,4,6,,0,1.5,South Africa,Wankhede,24-Oct-23,,,,2,1,0,150,1,4
South Africa,AK Markram (South Africa),bat,1,6,,0,6,New Zealand,Pune,1-Nov-23,,,,1,0,1,600,1,1
Afghanistan,Mohammad Nabi (Afghanistan),bat,12,6,,0.083333333,0.5,Bangladesh,Dharamsala,7-Oct-23,,,,1,0,0,50,0,19
Australia,A Zampa (Australia),bat,20,6,,0.05,0.3,India,Chennai,8-Oct-23,,,,1,0,0,30,0,28
Pakistan,Saud Shakeel (Pakistan),bat,10,6,,0.1,0.6,India,Ahmedabad,14-Oct-23,,,,1,0,0,60,0,12
Netherlands,BFW de Leede (Netherlands),bat,21,6,,0.047619048,0.2857,Sri Lanka,Lucknow,21-Oct-23,,,,1,0,0,28.57,0,33
England,DJ Malan (England),bat,11,6,,0.090909091,0.5454,South Africa,Wankhede,21-Oct-23,,,,2,1,0,54.54,0,30
New Zealand,MS Chapman (New Zealand),bat,8,6,,0.125,0.75,India,Dharamsala,22-Oct-23,,,,1,0,0,75,0,11
Netherlands,MP O'Dowd (Netherlands),bat,9,6,,0.111111111,0.6666,Australia,Delhi,25-Oct-23,,,,2,1,0,66.66,0,21
Netherlands,Shariz Ahmad (Netherlands),bat,8,6,,0.125,0.75,Bangladesh,Eden Gardens,28-Oct-23,,,,1,0,0,75,0,13
Bangladesh,Taskin Ahmed (Bangladesh),bat,13,6,,0.076923077,0.4615,Pakistan,Eden Gardens,31-Oct-23,,,,1,0,0,46.15,0,20
South Africa,K Rabada (South Africa),bat,26,6,,0.038461538,0.2307,India,Eden Gardens,5-Nov-23,,,,2,0,0,23.07,0,26
Australia,MP Stoinis (Australia),bat,7,6,,0.142857143,0.8571,Afghanistan,Wankhede,7-Nov-23,,,,2,1,0,85.71,0,13
England,DJ Willey (England),bat,2,6,,0.5,3,Netherlands,Pune,8-Nov-23,,,,1,0,1,300,0,1
Sri Lanka,BKG Mendis (Sri Lanka),bat,7,6,,0.142857143,0.8571,New Zealand,Bengaluru,9-Nov-23,,,,1,1,0,85.71,0,11
Sri Lanka,C Karunaratne (Sri Lanka),bat,17,6,,0.058823529,0.3529,New Zealand,Bengaluru,9-Nov-23,,,,1,1,0,35.29,0,28
Bangladesh,Tanzim Hasan Sakib (Bangladesh),bat,6,5,,0,0.8333,Sri Lanka,Delhi,6-Nov-23,,,,2,1,0,83.33,1,6
Pakistan,Babar Azam (Pakistan),bat,18,5,,0.055555556,0.2777,Netherlands,Hyderabad,6-Oct-23,,,,1,0,0,27.77,0,20
Netherlands,MP O'Dowd (Netherlands),bat,12,5,,0.083333333,0.4166,Pakistan,Hyderabad,6-Oct-23,,,,2,1,0,41.66,0,24
Netherlands,AT Nidamanuru (Netherlands),bat,9,5,,0.111111111,0.5555,Pakistan,Hyderabad,6-Oct-23,,,,2,1,0,55.55,0,10
Afghanistan,Najibullah Zadran (Afghanistan),bat,13,5,,0.076923077,0.3846,Bangladesh,Dharamsala,7-Oct-23,,,,1,0,0,38.46,0,16
Bangladesh,Tanzid Hasan (Bangladesh),bat,13,5,,0.076923077,0.3846,Afghanistan,Dharamsala,7-Oct-23,,,,2,1,0,38.46,0,19
Sri Lanka,M Pathirana (Sri Lanka),bat,16,5,,0.0625,0.3125,South Africa,Delhi,7-Oct-23,,,,2,1,0,31.25,0,25
New Zealand,MS Chapman (New Zealand),bat,13,5,,0.076923077,0.3846,Netherlands,Hyderabad,9-Oct-23,,,,1,0,0,38.46,0,11
Australia,JP Inglis (Australia),bat,4,5,,0.25,1.25,South Africa,Lucknow,12-Oct-23,,,,2,1,0,125,0,5
Australia,MP Stoinis (Australia),bat,4,5,,0.25,1.25,South Africa,Lucknow,12-Oct-23,,,,2,1,0,125,0,6
Afghanistan,Naveen-ul-Haq (Afghanistan),bat,6,5,,0.166666667,0.8333,England,Delhi,15-Oct-23,,,,1,1,0,83.33,0,9
Sri Lanka,MDKJ Perera (Sri Lanka),bat,8,5,,0.125,0.625,Netherlands,Lucknow,21-Oct-23,,,,2,1,0,62.5,0,17
South Africa,DA Miller (South Africa),bat,6,5,,0.166666667,0.8333,England,Wankhede,21-Oct-23,,,,1,1,0,83.33,0,7
England,BA Stokes (England),bat,8,5,,0.125,0.625,South Africa,Wankhede,21-Oct-23,,,,2,1,0,62.5,0,20
New Zealand,TWM Latham (New Zealand),bat,7,5,,0.142857143,0.7142,India,Dharamsala,22-Oct-23,,,,1,1,0,71.42,0,16
England,MA Wood (England),bat,6,5,,0.166666667,0.8333,Sri Lanka,Bengaluru,26-Oct-23,,,,1,1,0,83.33,0,6
Bangladesh,Shakib Al Hasan (Bangladesh),bat,14,5,,0.071428571,0.3571,Netherlands,Eden Gardens,28-Oct-23,,,,2,0,0,35.71,0,14
Sri Lanka,CAK Rajitha (Sri Lanka),bat,7,5,,0.142857143,0.7142,Afghanistan,Pune,30-Oct-23,,,,1,0,0,71.42,0,14
Bangladesh,Mushfiqur Rahim (Bangladesh),bat,8,5,,0.125,0.625,Pakistan,Eden Gardens,31-Oct-23,,,,1,1,0,62.5,0,18
Sri Lanka,D Madushanka (Sri Lanka),bat,6,5,,0.166666667,0.8333,India,Wankhede,2-Nov-23,,,,2,1,0,83.33,0,4
South Africa,Q de Kock (South Africa),bat,10,5,,0.1,0.5,India,Eden Gardens,5-Nov-23,,,,2,1,0,50,0,9
England,JC Buttler (England),bat,11,5,,0.090909091,0.4545,Netherlands,Pune,8-Nov-23,,,,1,0,0,45.45,0,12
Netherlands,MP O'Dowd (Netherlands),bat,11,5,,0.090909091,0.4545,England,Pune,8-Nov-23,,,,2,1,0,45.45,0,20
Sri Lanka,D Madushanka (Sri Lanka),bat,2,4,,0,2,South Africa,Delhi,7-Oct-23,,,,2,1,0,200,1,4
Netherlands,PA van Meekeren (Netherlands),bat,3,4,,0,1.3333,New Zealand,Hyderabad,9-Oct-23,,,,2,1,0,133.33,1,5
Sri Lanka,MADI Hemantha (Sri Lanka),bat,3,4,,0,1.3333,Netherlands,Lucknow,21-Oct-23,,,,2,1,0,133.33,1,7
South Africa,T Shamsi (South Africa),bat,6,4,,0,0.6666,Pakistan,Chennai,27-Oct-23,,,,2,0,0,66.66,1,14
South Africa,T Shamsi (South Africa),bat,4,4,,0,1,India,Eden Gardens,5-Nov-23,,,,2,1,0,100,1,3
Netherlands,RE van der Merwe (Netherlands),bat,7,4,,0.142857143,0.5714,Pakistan,Hyderabad,6-Oct-23,,,,2,0,0,57.14,0,18
New Zealand,GD Phillips (New Zealand),bat,4,4,,0.25,1,Netherlands,Hyderabad,9-Oct-23,,,,1,1,0,100,0,6
Bangladesh,Mustafizur Rahman (Bangladesh),bat,10,4,,0.1,0.4,New Zealand,Chennai,13-Oct-23,,,,1,0,0,40,0,14
Pakistan,Iftikhar Ahmed (Pakistan),bat,4,4,,0.25,1,India,Ahmedabad,14-Oct-23,,,,1,1,0,100,0,2
Pakistan,Mohammad Nawaz (3) (Pakistan),bat,14,4,,0.071428571,0.2857,India,Ahmedabad,14-Oct-23,,,,1,0,0,28.57,0,25
Sri Lanka,CBRLS Kumara (Sri Lanka),bat,8,4,,0.125,0.5,Australia,Lucknow,16-Oct-23,,,,1,1,0,50,0,6
South Africa,HE van der Dussen (South Africa),bat,7,4,,0.142857143,0.5714,Netherlands,Dharamsala,17-Oct-23,,,,2,0,0,57.14,0,16
Afghanistan,Mujeeb Ur Rahman (Afghanistan),bat,3,4,,0.333333333,1.3333,New Zealand,Chennai,18-Oct-23,,,,2,1,0,133.33,0,2
Netherlands,Vikramjit Singh (Netherlands),bat,13,4,,0.076923077,0.3076,Sri Lanka,Lucknow,21-Oct-23,,,,1,1,0,30.76,0,17
Netherlands,PA van Meekeren (Netherlands),bat,5,4,,0.2,0.8,Sri Lanka,Lucknow,21-Oct-23,,,,1,0,0,80,0,6
South Africa,Q de Kock (South Africa),bat,2,4,,0.5,2,England,Wankhede,21-Oct-23,,,,1,1,0,200,0,3
Netherlands,BFW de Leede (Netherlands),bat,7,4,,0.142857143,0.5714,Australia,Delhi,25-Oct-23,,,,2,1,0,57.14,0,7
Sri Lanka,MDKJ Perera (Sri Lanka),bat,5,4,,0.2,0.8,England,Bengaluru,26-Oct-23,,,,2,1,0,80,0,8
South Africa,L Ngidi (South Africa),bat,14,4,,0.071428571,0.2857,Pakistan,Chennai,27-Oct-23,,,,2,0,0,28.57,0,24
India,SS Iyer (India),bat,16,4,,0.0625,0.25,England,Lucknow,29-Oct-23,,,,1,0,0,25,0,21
Bangladesh,Najmul Hossain Shanto (Bangladesh),bat,3,4,,0.333333333,1.3333,Pakistan,Eden Gardens,31-Oct-23,,,,1,1,0,133.33,0,8
New Zealand,TWM Latham (New Zealand),bat,15,4,,0.066666667,0.2666,South Africa,Pune,1-Nov-23,,,,2,0,0,26.66,0,18
India,RG Sharma (India),bat,2,4,,0.5,2,Sri Lanka,Wankhede,2-Nov-23,,,,1,1,0,200,0,2
Netherlands,PA van Meekeren (Netherlands),bat,24,4,,0.041666667,0.1666,Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,16.66,0,18
Pakistan,Abdullah Shafique (Pakistan),bat,9,4,,0.111111111,0.4444,New Zealand,Bengaluru,4-Nov-23,,,,2,1,0,44.44,0,8
Sri Lanka,MDKJ Perera (Sri Lanka),bat,5,4,,0.2,0.8,Bangladesh,Delhi,6-Nov-23,,,,1,1,0,80,0,5
Sri Lanka,PVD Chameera (Sri Lanka),bat,9,4,,0.111111111,0.4444,Bangladesh,Delhi,6-Nov-23,,,,1,0,0,44.44,0,17
England,MM Ali (England),bat,15,4,,0.066666667,0.2666,Netherlands,Pune,8-Nov-23,,,,1,0,0,26.66,0,20
Netherlands,PA van Meekeren (Netherlands),bat,3,4,,0.333333333,1.3333,England,Pune,8-Nov-23,,,,2,1,0,133.33,0,3
Bangladesh,Mustafizur Rahman (Bangladesh),bat,9,3,,0,0.3333,England,Dharamsala,10-Oct-23,,,,2,0,0,33.33,1,12
Pakistan,Shaheen Shah Afridi (Pakistan),bat,3,3,,0,1,Afghanistan,Chennai,23-Oct-23,,,,1,0,0,100,1,4
Australia,GJ Maxwell (Australia),bat,17,3,,0.058823529,0.1764,South Africa,Lucknow,12-Oct-23,,,,2,0,0,17.64,0,17
Afghanistan,Rahmat Shah (Afghanistan),bat,8,3,,0.125,0.375,England,Delhi,15-Oct-23,,,,1,0,0,37.5,0,10
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bat,13,3,,0.076923077,0.2307,India,Pune,19-Oct-23,,,,1,0,0,23.07,0,15
South Africa,G Coetzee (South Africa),bat,3,3,,0.333333333,1,England,Wankhede,21-Oct-23,,,,1,0,0,100,0,2
England,JE Root (England),bat,10,3,,0.1,0.3,Sri Lanka,Bengaluru,26-Oct-23,,,,1,0,0,30,0,14
Netherlands,Vikramjit Singh (Netherlands),bat,9,3,,0.111111111,0.3333,Bangladesh,Eden Gardens,28-Oct-23,,,,1,0,0,33.33,0,7
Bangladesh,Litton Das (Bangladesh),bat,12,3,,0.083333333,0.25,Netherlands,Eden Gardens,28-Oct-23,,,,2,0,0,25,0,20
Bangladesh,Mustafizur Rahman (Bangladesh),bat,7,3,,0.142857143,0.4285,Pakistan,Eden Gardens,31-Oct-23,,,,1,0,0,42.85,0,11
Netherlands,BFW de Leede (Netherlands),bat,6,3,,0.166666667,0.5,Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,50,0,5
Netherlands,Saqib Zulfiqar (Netherlands),bat,15,3,,0.066666667,0.2,Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,20,0,19
Australia,JP Inglis (Australia),bat,6,3,,0.166666667,0.5,England,Ahmedabad,4-Nov-23,,,,1,0,0,50,0,5
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bat,5,3,,0.2,0.6,Sri Lanka,Delhi,6-Nov-23,,,,2,0,0,60,0,9
Australia,MA Starc (Australia),bat,7,3,,0.142857143,0.4285,Afghanistan,Wankhede,7-Nov-23,,,,2,0,0,42.85,0,8
Bangladesh,Mushfiqur Rahim (Bangladesh),bat,3,2,,0,0.6666,Afghanistan,Dharamsala,7-Oct-23,,,,2,0,0,66.66,1,6
Bangladesh,Shoriful Islam (Bangladesh),bat,3,2,,0,0.6666,New Zealand,Chennai,13-Oct-23,,,,1,0,0,66.66,1,9
Pakistan,Shaheen Shah Afridi (Pakistan),bat,10,2,,0,0.2,India,Ahmedabad,14-Oct-23,,,,1,0,0,20,1,12
Afghanistan,Fazalhaq Farooqi (Afghanistan),bat,4,2,,0,0.5,England,Delhi,15-Oct-23,,,,1,0,0,50,1,7
New Zealand,TWM Latham (New Zealand),bat,2,2,,0,1,Pakistan,Bengaluru,4-Nov-23,,,,1,0,0,100,1,4
England,AAP Atkinson (England),bat,1,2,,0,2,Netherlands,Pune,8-Nov-23,,,,1,0,0,200,1,7
New Zealand,TWM Latham (New Zealand),bat,2,2,,0,1,Sri Lanka,Bengaluru,9-Nov-23,,,,2,0,0,100,1,3
Afghanistan,Najibullah Zadran (Afghanistan),bat,8,2,,0.125,0.25,India,Delhi,11-Oct-23,,,,1,0,0,25,0,6
Australia,JR Hazlewood (Australia),bat,2,2,,0.5,1,South Africa,Lucknow,12-Oct-23,,,,2,0,0,100,0,1
Pakistan,Shadab Khan (Pakistan),bat,5,2,,0.2,0.4,India,Ahmedabad,14-Oct-23,,,,1,0,0,40,0,11
Pakistan,Haris Rauf (Pakistan),bat,6,2,,0.166666667,0.3333,India,Ahmedabad,14-Oct-23,,,,1,0,0,33.33,0,9
England,JM Bairstow (England),bat,4,2,,0.25,0.5,Afghanistan,Delhi,15-Oct-23,,,,2,0,0,50,0,5
Sri Lanka,DN Wellalage (Sri Lanka),bat,9,2,,0.111111111,0.2222,Australia,Lucknow,16-Oct-23,,,,1,0,0,22.22,0,9
Sri Lanka,C Karunaratne (Sri Lanka),bat,11,2,,0.090909091,0.1818,Australia,Lucknow,16-Oct-23,,,,1,0,0,18.18,0,12
Netherlands,Vikramjit Singh (Netherlands),bat,16,2,,0.0625,0.125,South Africa,Dharamsala,17-Oct-23,,,,1,0,0,12.5,0,28
Netherlands,BFW de Leede (Netherlands),bat,7,2,,0.142857143,0.2857,South Africa,Dharamsala,17-Oct-23,,,,1,0,0,28.57,0,16
Australia,MA Starc (Australia),bat,3,2,,0.333333333,0.6666,Pakistan,Bengaluru,20-Oct-23,,,,1,0,0,66.66,0,3
England,JE Root (England),bat,6,2,,0.166666667,0.3333,South Africa,Wankhede,21-Oct-23,,,,2,0,0,33.33,0,9
India,South Africa Yadav (India),bat,4,2,,0.25,0.5,New Zealand,Dharamsala,22-Oct-23,,,,2,0,0,50,0,8
England,AU Rashid (England),bat,7,2,,0.142857143,0.2857,Sri Lanka,Bengaluru,26-Oct-23,,,,1,0,0,28.57,0,7
Pakistan,Shaheen Shah Afridi (Pakistan),bat,4,2,,0.25,0.5,South Africa,Chennai,27-Oct-23,,,,1,0,0,50,0,10
New Zealand,DP Conway (New Zealand),bat,6,2,,0.166666667,0.3333,South Africa,Pune,1-Nov-23,,,,2,0,0,33.33,0,13
India,Mohammed Shami (India),bat,4,2,,0.25,0.5,Sri Lanka,Wankhede,2-Nov-23,,,,1,0,0,50,0,11
Netherlands,LV van Beek (Netherlands),bat,13,2,,0.076923077,0.1538,Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,15.38,0,16
England,LS Livingstone (England),bat,5,2,,0.2,0.4,Australia,Ahmedabad,4-Nov-23,,,,2,0,0,40,0,6
Netherlands,LV van Beek (Netherlands),bat,2,2,,0.5,1,England,Pune,8-Nov-23,,,,2,0,0,100,0,3
Sri Lanka,P Nissanka (Sri Lanka),bat,8,2,,0.125,0.25,New Zealand,Bengaluru,9-Nov-23,,,,1,0,0,25,0,9
Afghanistan,Hashmatullah Shahidi (Afghanistan),bat,7,2,,0.142857143,0.2857,South Africa,Ahmedabad,10-Nov-23,,,,1,0,0,28.57,0,5
Afghanistan,Mohammad Nabi (Afghanistan),bat,3,2,,0.333333333,0.6666,South Africa,Ahmedabad,10-Nov-23,,,,1,0,0,66.66,0,7
Afghanistan,Naveen-ul-Haq (Afghanistan),bat,4,2,,0.25,0.5,South Africa,Ahmedabad,10-Nov-23,,,,1,0,0,50,0,12
Australia,JR Hazlewood (Australia),bat,1,1,,0,1,India,Chennai,8-Oct-23,,,,1,0,0,100,1,6
England,RJW Topley (England),bat,2,1,,0,0.5,Bangladesh,Dharamsala,10-Oct-23,,,,1,0,0,50,1,2
Sri Lanka,M Pathirana (Sri Lanka),bat,3,1,,0,0.3333,Pakistan,Hyderabad,10-Oct-23,,,,1,0,0,33.33,1,3
Bangladesh,Mustafizur Rahman (Bangladesh),bat,7,1,,0,0.1428,India,Pune,19-Oct-23,,,,1,0,0,14.28,1,19
Australia,A Zampa (Australia),bat,1,1,,0,1,Pakistan,Bengaluru,20-Oct-23,,,,1,0,0,100,1,4
South Africa,KA Maharaj (South Africa),bat,1,1,,0,1,England,Wankhede,21-Oct-23,,,,1,0,0,100,1,1
India,Mohammed Shami (India),bat,1,1,,0,1,New Zealand,Dharamsala,22-Oct-23,,,,2,0,0,100,1,2
South Africa,M Jansen (South Africa),bat,1,1,,0,1,Bangladesh,Wankhede,24-Oct-23,,,,1,0,0,100,1,3
Australia,A Zampa (Australia),bat,1,1,,0,1,Netherlands,Delhi,25-Oct-23,,,,1,0,0,100,1,2
Bangladesh,Shoriful Islam (Bangladesh),bat,4,1,,0,0.25,Pakistan,Eden Gardens,31-Oct-23,,,,1,0,0,25,1,8
India,JJ Bumrah (India),bat,1,1,,0,1,Sri Lanka,Wankhede,2-Nov-23,,,,1,0,0,100,1,1
Australia,JR Hazlewood (Australia),bat,1,1,,0,1,England,Ahmedabad,4-Nov-23,,,,1,0,0,100,1,1
England,AU Rashid (England),bat,1,1,,0,1,Netherlands,Pune,8-Nov-23,,,,1,0,0,100,1,3
Netherlands,A Dutt (Netherlands),bat,2,1,,0.5,0.5,Pakistan,Hyderabad,6-Oct-23,,,,2,0,0,50,0,6
Afghanistan,Mujeeb Ur Rahman (Afghanistan),bat,4,1,,0.25,0.25,Bangladesh,Dharamsala,7-Oct-23,,,,1,0,0,25,0,9
Netherlands,RE van der Merwe (Netherlands),bat,6,1,,0.166666667,0.1666,New Zealand,Hyderabad,9-Oct-23,,,,2,0,0,16.66,0,9
Bangladesh,Tanzid Hasan (Bangladesh),bat,2,1,,0.5,0.5,England,Dharamsala,10-Oct-23,,,,2,0,0,50,0,7
Bangladesh,Shakib Al Hasan (Bangladesh),bat,9,1,,0.111111111,0.1111,England,Dharamsala,10-Oct-23,,,,2,0,0,11.11,0,16
Sri Lanka,KIC Asalanka (Sri Lanka),bat,3,1,,0.333333333,0.3333,Pakistan,Hyderabad,10-Oct-23,,,,1,0,0,33.33,0,5
South Africa,AK Markram (South Africa),bat,3,1,,0.333333333,0.3333,Netherlands,Dharamsala,17-Oct-23,,,,2,0,0,33.33,0,4
New Zealand,DJ Mitchell (New Zealand),bat,7,1,,0.142857143,0.1428,Afghanistan,Chennai,18-Oct-23,,,,1,0,0,14.28,0,6
New Zealand,MJ Santner (New Zealand),bat,2,1,,0.5,0.5,India,Dharamsala,22-Oct-23,,,,1,0,0,50,0,3
New Zealand,LH Ferguson (New Zealand),bat,5,1,,0.2,0.2,India,Dharamsala,22-Oct-23,,,,1,0,0,20,0,12
South Africa,HE van der Dussen (South Africa),bat,7,1,,0.142857143,0.1428,Bangladesh,Wankhede,24-Oct-23,,,,1,0,0,14.28,0,6
Bangladesh,Shakib Al Hasan (Bangladesh),bat,4,1,,0.25,0.25,South Africa,Wankhede,24-Oct-23,,,,2,0,0,25,0,4
Netherlands,A Dutt (Netherlands),bat,8,1,,0.125,0.125,Australia,Delhi,25-Oct-23,,,,2,0,0,12.5,0,9
England,LS Livingstone (England),bat,6,1,,0.166666667,0.1666,Sri Lanka,Bengaluru,26-Oct-23,,,,1,0,0,16.66,0,9
Australia,MA Starc (Australia),bat,3,1,,0.333333333,0.3333,New Zealand,Dharamsala,28-Oct-23,,,,1,0,0,33.33,0,7
Bangladesh,Mushfiqur Rahim (Bangladesh),bat,5,1,,0.2,0.2,Netherlands,Eden Gardens,28-Oct-23,,,,2,0,0,20,0,9
India,Mohammed Shami (India),bat,5,1,,0.2,0.2,England,Lucknow,29-Oct-23,,,,1,0,0,20,0,4
Sri Lanka,PVD Chameera (Sri Lanka),bat,4,1,,0.25,0.25,Afghanistan,Pune,30-Oct-23,,,,1,0,0,25,0,5
Sri Lanka,BKG Mendis (Sri Lanka),bat,10,1,,0.1,0.1,India,Wankhede,2-Nov-23,,,,2,0,0,10,0,21
Sri Lanka,KIC Asalanka (Sri Lanka),bat,24,1,,0.041666667,0.0416,India,Wankhede,2-Nov-23,,,,2,0,0,4.16,0,42
Netherlands,W Barresi (Netherlands),bat,4,1,,0.25,0.25,Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,25,0,3
England,JC Buttler (England),bat,7,1,,0.142857143,0.1428,Australia,Ahmedabad,4-Nov-23,,,,2,0,0,14.28,0,10
South Africa,H Klaasen (South Africa),bat,11,1,,0.090909091,0.0909,India,Eden Gardens,5-Nov-23,,,,2,0,0,9.09,0,12
Netherlands,A Dutt (Netherlands),bat,3,1,,0.333333333,0.3333,England,Pune,8-Nov-23,,,,2,0,0,33.33,0,4
Sri Lanka,S Samarawickrama (Sri Lanka),bat,2,1,,0.5,0.5,New Zealand,Bengaluru,9-Nov-23,,,,1,0,0,50,0,2
Sri Lanka,PVD Chameera (Sri Lanka),bat,20,1,,0.05,0.05,New Zealand,Bengaluru,9-Nov-23,,,,1,0,0,5,0,32
Australia,MR Marsh (Australia),bat,132,177,,0,1.340909091,Bangladesh,Pune,11-Nov-23,,,,2,17,9,134.09,1,177
England,BA Stokes (England),bat,76,84,,0.013157895,1.105263158,Pakistan,Eden Gardens,11-Nov-23,,,,1,11,2,110.52,0,85
Bangladesh,Towhid Hridoy (Bangladesh),bat,79,74,,0.012658228,0.936708861,Australia,Pune,11-Nov-23,,,,1,5,2,93.67,0,121
Australia,SPD Smith (Australia),bat,64,63,,0,0.984375,Bangladesh,Pune,11-Nov-23,,,,2,4,1,98.43,1,99
England,JE Root (England),bat,72,60,,0.013888889,0.833333333,Pakistan,Eden Gardens,11-Nov-23,,,,1,4,0,83.33,0,115
England,JM Bairstow (England),bat,61,59,,0.016393443,0.967213115,Pakistan,Eden Gardens,11-Nov-23,,,,1,7,1,96.72,0,81
Australia,DA Warner (Australia),bat,61,53,,0.016393443,0.868852459,Bangladesh,Pune,11-Nov-23,,,,2,6,0,86.88,0,90
Pakistan,Agha Salman (Pakistan),bat,45,51,,0.022222222,1.133333333,England,Eden Gardens,11-Nov-23,,,,2,6,1,113.33,0,53
Bangladesh,Najmul Hossain Shanto (Bangladesh),bat,57,45,,0.01754386,0.789473684,Australia,Pune,11-Nov-23,,,,1,6,0,78.94,0,59
Pakistan,Babar Azam (Pakistan),bat,45,38,,0.022222222,0.844444444,England,Eden Gardens,11-Nov-23,,,,2,6,0,84.44,0,58
Bangladesh,Tanzid Hasan (Bangladesh),bat,34,36,,0.029411765,1.058823529,Australia,Pune,11-Nov-23,,,,1,6,0,105.88,0,55
Bangladesh,Litton Das (Bangladesh),bat,45,36,,0.022222222,0.8,Australia,Pune,11-Nov-23,,,,1,5,0,80,0,76
Pakistan,Mohammad Rizwan (Pakistan),bat,51,36,,0.019607843,0.705882353,England,Eden Gardens,11-Nov-23,,,,2,2,0,70.58,0,78
Pakistan,Haris Rauf (Pakistan),bat,23,35,,0.043478261,1.52173913,England,Eden Gardens,11-Nov-23,,,,2,3,3,152.17,0,27
Bangladesh,Mahmudullah (Bangladesh),bat,28,32,,0.035714286,1.142857143,Australia,Pune,11-Nov-23,,,,1,1,3,114.28,0,34
England,DJ Malan (England),bat,39,31,,0.025641026,0.794871795,Pakistan,Eden Gardens,11-Nov-23,,,,1,5,0,79.48,0,61
England,HC Brook (England),bat,17,30,,0.058823529,1.764705882,Pakistan,Eden Gardens,11-Nov-23,,,,1,2,2,176.47,0,24
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bat,20,29,,0.05,1.45,Australia,Pune,11-Nov-23,,,,1,4,0,145,0,33
Pakistan,Saud Shakeel (Pakistan),bat,37,29,,0.027027027,0.783783784,England,Eden Gardens,11-Nov-23,,,,2,4,0,78.37,0,52
England,JC Buttler (England),bat,18,27,,0.055555556,1.5,Pakistan,Eden Gardens,11-Nov-23,,,,1,3,1,150,0,39
Pakistan,Shaheen Shah Afridi (Pakistan),bat,23,25,,0.043478261,1.086956522,England,Eden Gardens,11-Nov-23,,,,2,3,1,108.69,0,23
Bangladesh,Mushfiqur Rahim (Bangladesh),bat,24,21,,0.041666667,0.875,Australia,Pune,11-Nov-23,,,,1,0,1,87.5,0,27
Pakistan,Mohammad Wasim (1) (Pakistan),bat,14,16,,0,1.142857143,England,Eden Gardens,11-Nov-23,,,,2,2,1,114.28,1,33
England,DJ Willey (England),bat,5,15,,0.2,3,Pakistan,Eden Gardens,11-Nov-23,,,,1,2,1,300,0,5
Australia,TM Head (Australia),bat,11,10,,0.090909091,0.909090909,Bangladesh,Pune,11-Nov-23,,,,2,2,0,90.9,0,11
England,MM Ali (England),bat,6,8,,0.166666667,1.333333333,Pakistan,Eden Gardens,11-Nov-23,,,,1,0,1,133.33,0,10
Bangladesh,Nasum Ahmed (Bangladesh),bat,11,7,,0.090909091,0.636363636,Australia,Pune,11-Nov-23,,,,1,0,0,63.63,0,15
England,CR Woakes (England),bat,4,4,,0,1,Pakistan,Eden Gardens,11-Nov-23,,,,1,1,0,100,1,19
Pakistan,Shadab Khan (Pakistan),bat,7,4,,0.142857143,0.571428571,England,Eden Gardens,11-Nov-23,,,,2,1,0,57.14,0,4
Pakistan,Iftikhar Ahmed (Pakistan),bat,5,3,,0.2,0.6,England,Eden Gardens,11-Nov-23,,,,2,0,0,60,0,8
Bangladesh,Mahedi Hasan (Bangladesh),bat,3,2,,0,0.666666667,Australia,Pune,11-Nov-23,,,,1,0,0,66.66,1,4
Pakistan,Fakhar Zaman (Pakistan),bat,9,1,,0.111111111,0.111111111,England,Eden Gardens,11-Nov-23,,,,2,0,0,11.11,0,13
Bangladesh,Taskin Ahmed (Bangladesh),bat,1,0,,0,0,Australia,Pune,11-Nov-23,,,,1,0,0,0,1,2
England,AU Rashid (England),bat,1,0,,0,0,Pakistan,Eden Gardens,11-Nov-23,,,,1,0,0,0,1,1
England,AAP Atkinson (England),bat,1,0,,1,0,Pakistan,Eden Gardens,11-Nov-23,,,,1,0,0,0,0,1
Pakistan,Abdullah Shafique (Pakistan),bat,2,0,,0.5,0,England,Eden Gardens,11-Nov-23,,,,2,0,0,0,0,2
England,DJ Willey (England),bowl,60,56,3,0.05,0.933333333,Pakistan,Eden Gardens,11-Nov-23,10,0,5.6,2,,,,,
Pakistan,Haris Rauf (Pakistan),bowl,60,64,3,0.05,1.066666667,England,Eden Gardens,11-Nov-23,10,0,6.4,1,,,,,
Australia,A Zampa (Australia),bowl,60,32,2,0.033333333,0.533333333,Bangladesh,Pune,11-Nov-23,10,0,3.2,1,,,,,
England,AAP Atkinson (England),bowl,48,45,2,0.041666667,0.9375,Pakistan,Eden Gardens,11-Nov-23,8,0,5.62,2,,,,,
