team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
Pakistan,Shaheen Shah Afridi (Pakistan),bowl,60,45,3,0.05,0.75,South Africa,Chennai,27-Oct-23,10,0,4.5,2,,,,,
England,DJ Willey (England),bowl,60,45,3,0.05,0.75,India,Lucknow,29-Oct-23,10,2,4.5,1,,,,,
New Zealand,MJ Henry (New Zealand),bowl,60,48,3,0.05,0.8,England,Ahmedabad,5-Oct-23,10,1,4.8,1,,,,,
New Zealand,LH Ferguson (New Zealand),bowl,60,49,3,0.05,0.816666667,Bangladesh,Chennai,13-Oct-23,10,0,4.9,1,,,,,
Afghanistan,Noor Ahmad (Afghanistan),bowl,60,49,3,0.05,0.816666667,Pakistan,Chennai,23-Oct-23,10,0,4.9,1,,,,,
Afghanistan,Mujeeb Ur Rahman (Afghanistan),bowl,60,51,3,0.05,0.85,England,Delhi,15-Oct-23,10,1,5.1,2,,,,,
England,AU Rashid (England),bowl,48,54,3,0.0625,1.125,Netherlands,Pune,8-Nov-23,8,0,6.75,2,,,,,
Netherlands,LV van Beek (Netherlands),bowl,53,60,3,0.056603774,1.132075472,South Africa,Dharamsala,17-Oct-23,8.5,0,6.79,2,,,,,
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bowl,54,60,3,0.055555556,1.111111111,Pakistan,Eden Gardens,31-Oct-23,9,0,6.66,2,,,,,
Pakistan,Mohammad Wasim (1) (Pakistan),bowl,60,60,3,0.05,1,New Zealand,Bengaluru,4-Nov-23,10,0,6,1,,,,,
South Africa,G Coetzee (South Africa),bowl,60,62,3,0.05,1.033333333,Bangladesh,Wankhede,24-Oct-23,10,0,6.2,2,,,,,
South Africa,G Coetzee (South Africa),bowl,54,68,3,0.055555556,1.259259259,Sri Lanka,Delhi,7-Oct-23,9,0,7.55,2,,,,,
Sri Lanka,D Madushanka (Sri Lanka),bowl,60,69,3,0.05,1.15,Bangladesh,Delhi,6-Nov-23,10,1,6.9,2,,,,,
Australia,A Zampa (Australia),bowl,60,74,3,0.05,1.233333333,New Zealand,Dharamsala,28-Oct-23,10,0,7.4,2,,,,,
Netherlands,BFW de Leede (Netherlands),bowl,60,74,3,0.05,1.233333333,England,Pune,8-Nov-23,10,0,7.4,1,,,,,
Bangladesh,Shoriful Islam (Bangladesh),bowl,60,75,3,0.05,1.25,England,Dharamsala,10-Oct-23,10,0,7.5,1,,,,,
New Zealand,TA Boult (New Zealand),bowl,60,77,3,0.05,1.283333333,Australia,Dharamsala,28-Oct-23,10,0,7.7,1,,,,,
Bangladesh,Tanzim Hasan Sakib (Bangladesh),bowl,60,80,3,0.05,1.333333333,Sri Lanka,Delhi,6-Nov-23,10,0,8,1,,,,,
Pakistan,Haris Rauf (Pakistan),bowl,48,83,3,0.0625,1.729166667,Australia,Bengaluru,20-Oct-23,8,0,10.37,1,,,,,
England,RJW Topley (England),bowl,53,88,3,0.056603774,1.660377358,South Africa,Wankhede,21-Oct-23,8.5,0,9.96,1,,,,,
India,Kuldeep Yadav (India),bowl,31,7,2,0.064516129,0.225806452,South Africa,Eden Gardens,5-Nov-23,5.1,1,1.35,2,,,,,
Sri Lanka,AD Mathews (Sri Lanka),bowl,30,14,2,0.066666667,0.466666667,England,Bengaluru,26-Oct-23,5,1,2.8,1,,,,,
Afghanistan,Mohammad Nabi (Afghanistan),bowl,36,16,2,0.055555556,0.444444444,England,Delhi,15-Oct-23,6,0,2.66,2,,,,,
New Zealand,GD Phillips (New Zealand),bowl,18,17,2,0.111111111,0.944444444,England,Ahmedabad,5-Oct-23,3,0,5.66,1,,,,,
New Zealand,TA Boult (New Zealand),bowl,42,18,2,0.047619048,0.428571429,Afghanistan,Chennai,18-Oct-23,7,1,2.57,2,,,,,
India,Mohammed Shami (India),bowl,24,18,2,0.083333333,0.75,South Africa,Eden Gardens,5-Nov-23,4,0,4.5,2,,,,,
India,JJ Bumrah (India),bowl,42,19,2,0.047619048,0.452380952,Pakistan,Ahmedabad,14-Oct-23,7,1,2.71,1,,,,,
Australia,MR Marsh (Australia),bowl,24,19,2,0.083333333,0.791666667,Netherlands,Delhi,25-Oct-23,4,0,4.75,2,,,,,
England,DJ Willey (England),bowl,42,19,2,0.047619048,0.452380952,Netherlands,Pune,8-Nov-23,7,2,2.71,2,,,,,
New Zealand,R Ravindra (New Zealand),bowl,46,21,2,0.043478261,0.456521739,Sri Lanka,Bengaluru,9-Nov-23,7.4,0,2.73,1,,,,,
New Zealand,MJ Santner (New Zealand),bowl,60,22,2,0.033333333,0.366666667,Sri Lanka,Bengaluru,9-Nov-23,10,2,2.2,1,,,,,
India,Kuldeep Yadav (India),bowl,48,24,2,0.041666667,0.5,England,Lucknow,29-Oct-23,8,0,3,2,,,,,
Netherlands,BFW de Leede (Netherlands),bowl,42,25,2,0.047619048,0.595238095,Bangladesh,Eden Gardens,28-Oct-23,7,0,3.57,2,,,,,
South Africa,KA Maharaj (South Africa),bowl,60,25,2,0.033333333,0.416666667,Afghanistan,Ahmedabad,10-Nov-23,10,1,2.5,1,,,,,
South Africa,L Ngidi (South Africa),bowl,30,26,2,0.066666667,0.866666667,England,Wankhede,21-Oct-23,5,1,5.2,2,,,,,
South Africa,M Jansen (South Africa),bowl,48,27,2,0.041666667,0.5625,Netherlands,Dharamsala,17-Oct-23,8,1,3.37,1,,,,,
Sri Lanka,AD Mathews (Sri Lanka),bowl,24,29,2,0.083333333,1.208333333,New Zealand,Bengaluru,9-Nov-23,4,0,7.25,2,,,,,
South Africa,KA Maharaj (South Africa),bowl,60,30,2,0.033333333,0.5,Australia,Lucknow,12-Oct-23,10,0,3,2,,,,,
England,DJ Willey (England),bowl,30,30,2,0.066666667,1,Sri Lanka,Bengaluru,26-Oct-23,5,0,6,2,,,,,
Afghanistan,Noor Ahmad (Afghanistan),bowl,54,31,2,0.037037037,0.574074074,Netherlands,Lucknow,3-Nov-23,9,0,3.44,1,,,,,
Australia,PJ Cummins (Australia),bowl,42,32,2,0.047619048,0.761904762,Sri Lanka,Lucknow,16-Oct-23,7,0,4.57,1,,,,,
Pakistan,Hasan Ali (Pakistan),bowl,42,33,2,0.047619048,0.785714286,Netherlands,Hyderabad,6-Oct-23,7,1,4.71,2,,,,,
England,CR Woakes (England),bowl,54,33,2,0.037037037,0.611111111,India,Lucknow,29-Oct-23,9,1,3.66,1,,,,,
Bangladesh,Shoriful Islam (Bangladesh),bowl,38,34,2,0.052631579,0.894736842,Afghanistan,Dharamsala,7-Oct-23,6.2,1,5.36,1,,,,,
Australia,GJ Maxwell (Australia),bowl,60,34,2,0.033333333,0.566666667,South Africa,Lucknow,12-Oct-23,10,1,3.4,1,,,,,
India,HH Pandya (India),bowl,36,34,2,0.055555556,0.944444444,Pakistan,Ahmedabad,14-Oct-23,6,0,5.66,1,,,,,
Netherlands,RE van der Merwe (Netherlands),bowl,54,34,2,0.037037037,0.62962963,South Africa,Dharamsala,17-Oct-23,9,0,3.77,2,,,,,
India,JJ Bumrah (India),bowl,60,35,2,0.033333333,0.583333333,Australia,Chennai,8-Oct-23,10,0,3.5,1,,,,,
India,Kuldeep Yadav (India),bowl,60,35,2,0.033333333,0.583333333,Pakistan,Ahmedabad,14-Oct-23,10,0,3.5,1,,,,,
South Africa,M Jansen (South Africa),bowl,30,35,2,0.066666667,1.166666667,England,Wankhede,21-Oct-23,5,0,7,2,,,,,
India,Mohammed Shami (India),bowl,30,18,5,0.166666667,0.6,Sri Lanka,Wankhede,2-Nov-23,5,1,3.6,2,,,,,
India,RA Jadeja (India),bowl,54,33,5,0.092592593,0.611111111,South Africa,Eden Gardens,5-Nov-23,9,1,3.66,2,,,,,
Pakistan,Shaheen Shah Afridi (Pakistan),bowl,60,54,5,0.083333333,0.9,Australia,Bengaluru,20-Oct-23,10,1,5.4,1,,,,,
India,Mohammed Shami (India),bowl,60,54,5,0.083333333,0.9,New Zealand,Dharamsala,22-Oct-23,10,0,5.4,1,,,,,
New Zealand,MJ Santner (New Zealand),bowl,60,59,5,0.083333333,0.983333333,Netherlands,Hyderabad,9-Oct-23,10,0,5.9,2,,,,,
Sri Lanka,D Madushanka (Sri Lanka),bowl,60,80,5,0.083333333,1.333333333,India,Wankhede,2-Nov-23,10,0,8,1,,,,,
Australia,A Zampa (Australia),bowl,18,8,4,0.222222222,0.444444444,Netherlands,Delhi,25-Oct-23,3,0,2.66,2,,,,,
India,Mohammed Shami (India),bowl,42,22,4,0.095238095,0.523809524,England,Lucknow,29-Oct-23,7,2,3.14,2,,,,,
Netherlands,PA van Meekeren (Netherlands),bowl,44,23,4,0.090909091,0.522727273,Bangladesh,Eden Gardens,28-Oct-23,7.2,0,3.13,2,,,,,
Afghanistan,Fazalhaq Farooqi (Afghanistan),bowl,60,34,4,0.066666667,0.566666667,Sri Lanka,Pune,30-Oct-23,10,1,3.4,1,,,,,
India,JJ Bumrah (India),bowl,60,39,4,0.066666667,0.65,Afghanistan,Delhi,11-Oct-23,10,0,3.9,1,,,,,
England,RJW Topley (England),bowl,60,43,4,0.066666667,0.716666667,Bangladesh,Dharamsala,10-Oct-23,10,1,4.3,2,,,,,
South Africa,G Coetzee (South Africa),bowl,60,44,4,0.066666667,0.733333333,Afghanistan,Ahmedabad,10-Nov-23,10,1,4.4,1,,,,,
South Africa,KA Maharaj (South Africa),bowl,54,46,4,0.074074074,0.851851852,New Zealand,Pune,1-Nov-23,9,0,5.11,2,,,,,
Australia,A Zampa (Australia),bowl,48,47,4,0.083333333,0.979166667,Sri Lanka,Lucknow,16-Oct-23,8,1,5.87,1,,,,,
Sri Lanka,D Madushanka (Sri Lanka),bowl,58,49,4,0.068965517,0.844827586,Netherlands,Lucknow,21-Oct-23,9.4,1,5.06,1,,,,,
Sri Lanka,CAK Rajitha (Sri Lanka),bowl,54,50,4,0.074074074,0.925925926,Netherlands,Lucknow,21-Oct-23,9,0,5.55,1,,,,,
Australia,A Zampa (Australia),bowl,60,53,4,0.066666667,0.883333333,Pakistan,Bengaluru,20-Oct-23,10,0,5.3,2,,,,,
England,CR Woakes (England),bowl,57,54,4,0.070175439,0.947368421,Australia,Ahmedabad,4-Nov-23,9.3,0,5.68,1,,,,,
South Africa,T Shamsi (South Africa),bowl,60,60,4,0.066666667,1,Pakistan,Chennai,27-Oct-23,10,0,6,1,,,,,
Netherlands,BFW de Leede (Netherlands),bowl,54,62,4,0.074074074,1.148148148,Pakistan,Hyderabad,6-Oct-23,9,0,6.88,1,,,,,
Bangladesh,Mahedi Hasan (Bangladesh),bowl,48,71,4,0.083333333,1.479166667,England,Dharamsala,10-Oct-23,8,0,8.87,1,,,,,
Pakistan,Hasan Ali (Pakistan),bowl,60,71,4,0.066666667,1.183333333,Sri Lanka,Hyderabad,10-Oct-23,10,0,7.1,1,,,,,
Netherlands,LV van Beek (Netherlands),bowl,60,74,4,0.066666667,1.233333333,Australia,Delhi,25-Oct-23,10,0,7.4,1,,,,,
India,Mohammed Siraj (India),bowl,42,16,3,0.071428571,0.380952381,Sri Lanka,Wankhede,2-Nov-23,7,2,2.28,2,,,,,
New Zealand,LH Ferguson (New Zealand),bowl,42,19,3,0.071428571,0.452380952,Afghanistan,Chennai,18-Oct-23,7,1,2.71,2,,,,,
Australia,A Zampa (Australia),bowl,60,21,3,0.05,0.35,England,Ahmedabad,4-Nov-23,10,0,2.1,2,,,,,
Pakistan,Shaheen Shah Afridi (Pakistan),bowl,54,23,3,0.055555556,0.425925926,Bangladesh,Eden Gardens,31-Oct-23,9,1,2.55,1,,,,,
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bowl,54,25,3,0.055555556,0.462962963,Afghanistan,Dharamsala,7-Oct-23,9,3,2.77,1,,,,,
India,RA Jadeja (India),bowl,60,28,3,0.05,0.466666667,Australia,Chennai,8-Oct-23,10,2,2.8,1,,,,,
Afghanistan,Mohammad Nabi (Afghanistan),bowl,57,28,3,0.052631579,0.49122807,Netherlands,Lucknow,3-Nov-23,9.3,1,2.94,1,,,,,
Bangladesh,Shakib Al Hasan (Bangladesh),bowl,48,30,3,0.0625,0.625,Afghanistan,Dharamsala,7-Oct-23,8,0,3.75,1,,,,,
Pakistan,Mohammad Wasim (1) (Pakistan),bowl,49,31,3,0.06122449,0.632653061,Bangladesh,Eden Gardens,31-Oct-23,8.1,1,3.79,1,,,,,
South Africa,M Jansen (South Africa),bowl,48,31,3,0.0625,0.645833333,New Zealand,Pune,1-Nov-23,8,1,3.87,2,,,,,
India,JJ Bumrah (India),bowl,41,32,3,0.073170732,0.780487805,England,Lucknow,29-Oct-23,6.5,1,4.68,2,,,,,
South Africa,K Rabada (South Africa),bowl,48,33,3,0.0625,0.6875,Australia,Lucknow,12-Oct-23,8,1,4.12,2,,,,,
South Africa,G Coetzee (South Africa),bowl,24,35,3,0.125,1.458333333,England,Wankhede,21-Oct-23,4,0,8.75,2,,,,,
Sri Lanka,CBRLS Kumara (Sri Lanka),bowl,42,35,3,0.071428571,0.833333333,England,Bengaluru,26-Oct-23,7,0,5,1,,,,,
Afghanistan,Rashid Khan (Afghanistan),bowl,57,37,3,0.052631579,0.649122807,England,Delhi,15-Oct-23,9.3,1,3.89,2,,,,,
New Zealand,GD Phillips (New Zealand),bowl,60,37,3,0.05,0.616666667,Australia,Dharamsala,28-Oct-23,10,0,3.7,1,,,,,
New Zealand,TA Boult (New Zealand),bowl,60,37,3,0.05,0.616666667,Sri Lanka,Bengaluru,9-Nov-23,10,3,3.7,1,,,,,
Australia,JR Hazlewood (Australia),bowl,54,38,3,0.055555556,0.703703704,India,Chennai,8-Oct-23,9,1,4.22,2,,,,,
Sri Lanka,D Madushanka (Sri Lanka),bowl,54,38,3,0.055555556,0.703703704,Australia,Lucknow,16-Oct-23,9,2,4.22,2,,,,,
New Zealand,MJ Santner (New Zealand),bowl,46,39,3,0.065217391,0.847826087,Afghanistan,Chennai,18-Oct-23,7.4,0,5.08,2,,,,,
New Zealand,MJ Henry (New Zealand),bowl,51,40,3,0.058823529,0.784313725,Netherlands,Hyderabad,9-Oct-23,8.3,0,4.7,2,,,,,
England,AU Rashid (England),bowl,60,42,3,0.05,0.7,Afghanistan,Delhi,15-Oct-23,10,1,4.2,1,,,,,
England,MM Ali (England),bowl,50,42,3,0.06,0.84,Netherlands,Pune,8-Nov-23,8.2,0,5.04,2,,,,,
Pakistan,Haris Rauf (Pakistan),bowl,54,43,3,0.055555556,0.796296296,Netherlands,Hyderabad,6-Oct-23,9,0,4.77,2,,,,,
South Africa,M Jansen (South Africa),bowl,54,43,3,0.055555556,0.796296296,Pakistan,Chennai,27-Oct-23,9,1,4.77,1,,,,,
Netherlands,A Dutt (Netherlands),bowl,60,44,3,0.05,0.733333333,Sri Lanka,Lucknow,21-Oct-23,10,0,4.4,2,,,,,
England,AU Rashid (England),bowl,60,35,2,0.033333333,0.583333333,India,Lucknow,29-Oct-23,10,0,3.5,1,,,,,
Sri Lanka,AD Mathews (Sri Lanka),bowl,43,35,2,0.046511628,0.813953488,Bangladesh,Delhi,6-Nov-23,7.1,1,4.88,2,,,,,
New Zealand,LH Ferguson (New Zealand),bowl,60,35,2,0.033333333,0.583333333,Sri Lanka,Bengaluru,9-Nov-23,10,2,3.5,1,,,,,
Afghanistan,Mohammad Nabi (Afghanistan),bowl,60,35,2,0.033333333,0.583333333,South Africa,Ahmedabad,10-Nov-23,10,1,3.5,2,,,,,
Pakistan,Shaheen Shah Afridi (Pakistan),bowl,36,36,2,0.055555556,1,India,Ahmedabad,14-Oct-23,6,0,6,2,,,,,
Netherlands,BFW de Leede (Netherlands),bowl,48,36,2,0.041666667,0.75,South Africa,Dharamsala,17-Oct-23,8,0,4.5,2,,,,,
Sri Lanka,CAK Rajitha (Sri Lanka),bowl,42,36,2,0.047619048,0.857142857,England,Bengaluru,26-Oct-23,7,0,5.14,1,,,,,
Bangladesh,Mustafizur Rahman (Bangladesh),bowl,60,36,2,0.033333333,0.6,Netherlands,Eden Gardens,28-Oct-23,10,1,3.6,1,,,,,
Pakistan,Haris Rauf (Pakistan),bowl,48,36,2,0.041666667,0.75,Bangladesh,Eden Gardens,31-Oct-23,8,0,4.5,1,,,,,
New Zealand,MJ Santner (New Zealand),bowl,60,37,2,0.033333333,0.616666667,England,Ahmedabad,5-Oct-23,10,0,3.7,1,,,,,
Afghanistan,Rashid Khan (Afghanistan),bowl,60,37,2,0.033333333,0.616666667,South Africa,Ahmedabad,10-Nov-23,10,1,3.7,2,,,,,
South Africa,T Shamsi (South Africa),bowl,47,38,2,0.042553191,0.808510638,Australia,Lucknow,12-Oct-23,7.5,0,4.85,2,,,,,
India,RA Jadeja (India),bowl,59,38,2,0.033898305,0.644067797,Pakistan,Ahmedabad,14-Oct-23,9.5,0,3.86,1,,,,,
India,RA Jadeja (India),bowl,60,38,2,0.033333333,0.633333333,Bangladesh,Pune,19-Oct-23,10,0,3.8,1,,,,,
Afghanistan,Mujeeb Ur Rahman (Afghanistan),bowl,60,38,2,0.033333333,0.633333333,Sri Lanka,Pune,30-Oct-23,10,0,3.8,1,,,,,
England,AU Rashid (England),bowl,60,38,2,0.033333333,0.633333333,Australia,Ahmedabad,4-Nov-23,10,0,3.8,1,,,,,
Netherlands,CN Ackermann (Netherlands),bowl,48,39,2,0.041666667,0.8125,Pakistan,Hyderabad,6-Oct-23,8,1,4.87,1,,,,,
South Africa,M Jansen (South Africa),bowl,48,39,2,0.041666667,0.8125,Bangladesh,Wankhede,24-Oct-23,8,0,4.87,2,,,,,
Australia,JR Hazlewood (Australia),bowl,54,39,2,0.037037037,0.722222222,Afghanistan,Wankhede,7-Nov-23,9,0,4.33,1,,,,,
Netherlands,PA van Meekeren (Netherlands),bowl,54,40,2,0.037037037,0.740740741,South Africa,Dharamsala,17-Oct-23,9,0,4.44,2,,,,,
Australia,MP Stoinis (Australia),bowl,30,40,2,0.066666667,1.333333333,Pakistan,Bengaluru,20-Oct-23,5,0,8,2,,,,,
Bangladesh,Mahedi Hasan (Bangladesh),bowl,42,40,2,0.047619048,0.952380952,Netherlands,Eden Gardens,28-Oct-23,7,0,5.71,1,,,,,
India,JJ Bumrah (India),bowl,60,41,2,0.033333333,0.683333333,Bangladesh,Pune,19-Oct-23,10,1,4.1,1,,,,,
South Africa,G Coetzee (South Africa),bowl,39,41,2,0.051282051,1.051282051,New Zealand,Pune,1-Nov-23,6.3,0,6.3,2,,,,,
India,Kuldeep Yadav (India),bowl,60,42,2,0.033333333,0.7,Australia,Chennai,8-Oct-23,10,0,4.2,1,,,,,
South Africa,K Rabada (South Africa),bowl,60,42,2,0.033333333,0.7,Bangladesh,Wankhede,24-Oct-23,10,1,4.2,2,,,,,
South Africa,G Coetzee (South Africa),bowl,42,42,2,0.047619048,1,Pakistan,Chennai,27-Oct-23,7,0,6,1,,,,,
India,HH Pandya (India),bowl,42,43,2,0.047619048,1.023809524,Afghanistan,Delhi,11-Oct-23,7,0,6.14,1,,,,,
Australia,MA Starc (Australia),bowl,60,43,2,0.033333333,0.716666667,Sri Lanka,Lucknow,16-Oct-23,10,0,4.3,1,,,,,
Bangladesh,Taskin Ahmed (Bangladesh),bowl,54,43,2,0.037037037,0.796296296,Netherlands,Eden Gardens,28-Oct-23,9,1,4.77,1,,,,,
Sri Lanka,M Theekshana (Sri Lanka),bowl,54,44,2,0.037037037,0.814814815,Bangladesh,Delhi,6-Nov-23,9,0,4.88,2,,,,,
Afghanistan,Rashid Khan (Afghanistan),bowl,60,44,2,0.033333333,0.733333333,Australia,Wankhede,7-Nov-23,10,0,4.4,2,,,,,
New Zealand,TA Boult (New Zealand),bowl,60,45,2,0.033333333,0.75,Bangladesh,Chennai,13-Oct-23,10,0,4.5,1,,,,,
Pakistan,Usama Mir (Pakistan),bowl,48,45,2,0.041666667,0.9375,South Africa,Chennai,27-Oct-23,8,0,5.62,2,,,,,
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bowl,60,47,2,0.033333333,0.783333333,India,Pune,19-Oct-23,10,0,4.7,2,,,,,
Afghanistan,Naveen-ul-Haq (Afghanistan),bowl,54,47,2,0.037037037,0.87037037,Australia,Wankhede,7-Nov-23,9,0,5.22,2,,,,,
Afghanistan,Naveen-ul-Haq (Afghanistan),bowl,48,48,2,0.041666667,1,New Zealand,Chennai,18-Oct-23,8,0,6,1,,,,,
Sri Lanka,D Madushanka (Sri Lanka),bowl,54,48,2,0.037037037,0.888888889,Afghanistan,Pune,30-Oct-23,9,0,5.33,2,,,,,
England,CR Woakes (England),bowl,48,49,2,0.041666667,1.020833333,Bangladesh,Dharamsala,10-Oct-23,8,0,6.12,2,,,,,
Australia,JR Hazlewood (Australia),bowl,55,49,2,0.036363636,0.890909091,England,Ahmedabad,4-Nov-23,9.1,1,5.34,2,,,,,
Australia,PJ Cummins (Australia),bowl,60,49,2,0.033333333,0.816666667,England,Ahmedabad,4-Nov-23,10,1,4.9,2,,,,,
South Africa,K Rabada (South Africa),bowl,47,50,2,0.042553191,1.063829787,Sri Lanka,Delhi,7-Oct-23,7.5,0,6.38,2,,,,,
India,Mohammed Siraj (India),bowl,48,50,2,0.041666667,1.041666667,Pakistan,Ahmedabad,14-Oct-23,8,0,6.25,1,,,,,
England,MA Wood (England),bowl,54,50,2,0.037037037,0.925925926,Afghanistan,Delhi,15-Oct-23,9,0,5.55,1,,,,,
Pakistan,Mohammad Wasim (1) (Pakistan),bowl,60,50,2,0.033333333,0.833333333,South Africa,Chennai,27-Oct-23,10,1,5,2,,,,,
Bangladesh,Shoriful Islam (Bangladesh),bowl,60,51,2,0.033333333,0.85,Netherlands,Eden Gardens,28-Oct-23,10,0,5.1,1,,,,,
Bangladesh,Shoriful Islam (Bangladesh),bowl,57,51,2,0.035087719,0.894736842,Sri Lanka,Delhi,6-Nov-23,9.3,0,5.36,1,,,,,
Afghanistan,Naveen-ul-Haq (Afghanistan),bowl,42,52,2,0.047619048,1.238095238,Pakistan,Chennai,23-Oct-23,7,0,7.42,1,,,,,
Afghanistan,Azmatullah Omarzai (Afghanistan),bowl,42,52,2,0.047619048,1.238095238,Australia,Wankhede,7-Nov-23,7,1,7.42,2,,,,,
Australia,MA Starc (Australia),bowl,54,53,2,0.037037037,0.981481481,South Africa,Lucknow,12-Oct-23,9,1,5.88,1,,,,,
South Africa,M Jansen (South Africa),bowl,42,54,2,0.047619048,1.285714286,Australia,Lucknow,12-Oct-23,7,0,7.71,2,,,,,
Netherlands,RE van der Merwe (Netherlands),bowl,54,56,2,0.037037037,1.037037037,New Zealand,Hyderabad,9-Oct-23,9,0,6.22,1,,,,,
South Africa,K Rabada (South Africa),bowl,54,56,2,0.037037037,1.037037037,Netherlands,Dharamsala,17-Oct-23,9,1,6.22,1,,,,,
Afghanistan,Azmatullah Omarzai (Afghanistan),bowl,42,56,2,0.047619048,1.333333333,New Zealand,Chennai,18-Oct-23,7,0,8,1,,,,,
South Africa,LB Williams (South Africa),bowl,52,56,2,0.038461538,1.076923077,Bangladesh,Wankhede,24-Oct-23,8.4,1,6.46,2,,,,,
Afghanistan,Rashid Khan (Afghanistan),bowl,48,57,2,0.041666667,1.1875,India,Delhi,11-Oct-23,8,0,7.12,2,,,,,
South Africa,L Ngidi (South Africa),bowl,54,57,2,0.037037037,1.055555556,Netherlands,Dharamsala,17-Oct-23,9,1,6.33,1,,,,,
Bangladesh,Shakib Al Hasan (Bangladesh),bowl,60,57,2,0.033333333,0.95,Sri Lanka,Delhi,6-Nov-23,10,0,5.7,1,,,,,
New Zealand,MJ Henry (New Zealand),bowl,60,58,2,0.033333333,0.966666667,Bangladesh,Chennai,13-Oct-23,10,0,5.8,1,,,,,
Netherlands,PA van Meekeren (Netherlands),bowl,54,59,2,0.037037037,1.092592593,New Zealand,Hyderabad,9-Oct-23,9,0,6.55,1,,,,,
Sri Lanka,D Madushanka (Sri Lanka),bowl,56,60,2,0.035714286,1.071428571,Pakistan,Hyderabad,10-Oct-23,9.2,0,6.42,2,,,,,
India,Mohammed Siraj (India),bowl,60,60,2,0.033333333,1,Bangladesh,Pune,19-Oct-23,10,0,6,1,,,,,
England,AAP Atkinson (England),bowl,54,60,2,0.037037037,1.111111111,South Africa,Wankhede,21-Oct-23,9,0,6.66,1,,,,,
England,AU Rashid (England),bowl,60,61,2,0.033333333,1.016666667,South Africa,Wankhede,21-Oct-23,10,0,6.1,1,,,,,
South Africa,KA Maharaj (South Africa),bowl,60,62,2,0.033333333,1.033333333,Sri Lanka,Delhi,7-Oct-23,10,0,6.2,2,,,,,
Netherlands,A Dutt (Netherlands),bowl,60,62,2,0.033333333,1.033333333,New Zealand,Hyderabad,9-Oct-23,10,2,6.2,1,,,,,
Australia,PJ Cummins (Australia),bowl,45,62,2,0.044444444,1.377777778,Pakistan,Bengaluru,20-Oct-23,7.3,0,8.26,2,,,,,
Pakistan,Haris Rauf (Pakistan),bowl,60,62,2,0.033333333,1.033333333,South Africa,Chennai,27-Oct-23,10,0,6.2,2,,,,,
New Zealand,LH Ferguson (New Zealand),bowl,48,63,2,0.041666667,1.3125,India,Dharamsala,22-Oct-23,8,0,7.87,2,,,,,
Pakistan,Haris Rauf (Pakistan),bowl,60,64,2,0.033333333,1.066666667,Sri Lanka,Hyderabad,10-Oct-23,10,0,6.4,1,,,,,
Australia,PJ Cummins (Australia),bowl,60,66,2,0.033333333,1.1,New Zealand,Dharamsala,28-Oct-23,10,0,6.6,2,,,,,
Australia,MA Starc (Australia),bowl,60,66,2,0.033333333,1.1,England,Ahmedabad,4-Nov-23,10,0,6.6,2,,,,,
Bangladesh,Hasan Mahmud (Bangladesh),bowl,36,67,2,0.055555556,1.861111111,South Africa,Wankhede,24-Oct-23,6,0,11.16,1,,,,,
Netherlands,A Dutt (Netherlands),bowl,60,67,2,0.033333333,1.116666667,England,Pune,8-Nov-23,10,0,6.7,1,,,,,
South Africa,L Ngidi (South Africa),bowl,51,69,2,0.039215686,1.352941176,Afghanistan,Ahmedabad,10-Nov-23,8.3,0,8.11,1,,,,,
Australia,JR Hazlewood (Australia),bowl,54,70,2,0.037037037,1.296296296,New Zealand,Dharamsala,28-Oct-23,9,0,7.77,2,,,,,
England,MA Wood (England),bowl,60,70,2,0.033333333,1.166666667,Australia,Ahmedabad,4-Nov-23,10,0,7,1,,,,,
India,Kuldeep Yadav (India),bowl,60,73,2,0.033333333,1.216666667,New Zealand,Dharamsala,22-Oct-23,10,0,7.3,1,,,,,
New Zealand,TG Southee (New Zealand),bowl,60,77,2,0.033333333,1.283333333,South Africa,Pune,1-Nov-23,10,0,7.7,1,,,,,
New Zealand,MJ Santner (New Zealand),bowl,60,80,2,0.033333333,1.333333333,Australia,Dharamsala,28-Oct-23,10,0,8,1,,,,,
Sri Lanka,D Madushanka (Sri Lanka),bowl,60,86,2,0.033333333,1.433333333,South Africa,Delhi,7-Oct-23,10,0,8.6,1,,,,,
Netherlands,LV van Beek (Netherlands),bowl,60,88,2,0.033333333,1.466666667,England,Pune,8-Nov-23,10,0,8.8,1,,,,,
South Africa,M Jansen (South Africa),bowl,60,92,2,0.033333333,1.533333333,Sri Lanka,Delhi,7-Oct-23,10,0,9.2,2,,,,,
Netherlands,BFW de Leede (Netherlands),bowl,60,115,2,0.033333333,1.916666667,Australia,Delhi,25-Oct-23,10,0,11.5,1,,,,,
India,RA Jadeja (India),bowl,4,4,1,0.25,1,Sri Lanka,Wankhede,2-Nov-23,0.4,0,6,2,,,,,
India,JJ Bumrah (India),bowl,30,8,1,0.033333333,0.266666667,Sri Lanka,Wankhede,2-Nov-23,5,1,1.6,2,,,,,
Afghanistan,Azmatullah Omarzai (Afghanistan),bowl,12,9,1,0.083333333,0.75,Bangladesh,Dharamsala,7-Oct-23,2,0,4.5,2,,,,,
